Date,Teams,Type,League,Odds,Staked,Won?,Returns,Profit,Final Bankroll,,Stake,£1.97,,,,,,,,,,
26/12/2019,Leyton Orient vs Colchester United,Over 0.5/1.0 FH Goal Line,League Two,1.625,£3.26,hw,£4.28,£1.02,,,,,,,,,,,,,,
26/12/2019,Barrow vs Fylde,Over 0.5/1.0 FH Goal Line,National League,1.525,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,Harrogate Town vs Hartlepool United,BTTS Yes,National League,1.570,£3.26,y,£5.12,£1.86,,,,,,,,,,,,,,
26/12/2019,Harrogate Town vs Hartlepool United,Over 2.5 Goals,National League,1.675,£3.26,y,£5.46,£2.20,,,,,,,,,,,,,,
26/12/2019,Harrogate Town vs Hartlepool United,Over 1.0 FH Goal Line,National League,1.650,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,King's Lynn Town vs Boston United,Over 2.5 Goals,National League North,1.575,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,Chelmsford City vs Braintree Town,Over 2.5 Goals,National League South,1.525,£3.26,y,£4.97,£1.71,,,,,,,,,,,,,,
26/12/2019,Hamilton Academical vs St. Johnstone,Under 1.0 FH Goal Line,Scotland Premier,1.750,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,Ross County vs Motherwell,Over 0.5/1.0 FH Goal Line,Scotland Premier,1.525,£3.26,hw,£4.12,£0.86,,,,,,,,,,,,,,
26/12/2019,Cosenza vs Empoli,Over 1.0 FH Goal Line,Serie B,2.075,£3.26,p,£3.26,£0.00,,,,,,,,,,,,,,
26/12/2019,Venezia vs Cittadella,Under 2.5 Goals,Serie B,1.675,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,Club Brugge vs Zulte-Waregem,Over 0.5/1.0 FH Goal Line,Belgium Pro,1.300,£3.26,hw,£3.75,£0.49,,,,,,,,,,,,,,
26/12/2019,Club Brugge vs Zulte-Waregem,Under 1.5 SH Goals,Belgium Pro,2.000,£3.26,n,£0.00,-£3.26,,,,,,,,,,,,,,
26/12/2019,Standard Liège vs Gent,Over 0.5/1.0 FH Goal Line,Belgium Pro,1.450,£3.26,n,£0.00,-£3.26,£121.73,,,,,,,,,,,,,
27/12/2019,Wolverhampton Wanderers vs Manchester City,Over 0.5/1.0 FH Goal Line,Premier League,1.375,£3.04,hw,£3.61,£0.57,,,,,,,,,,,,,,
27/12/2019,Dundee United vs Dundee,Over 0.5/1.0 FH Goal Line,Scotland Championship,1.475,£3.04,hw,£3.76,£0.72,£123.02,,,,,,,,,,,,,
28/12/2019,Newcastle United vs Everton,Under 5 Match Cards,Premier League,1.330,£3.08,y,£4.10,£1.02,,,,,,,,,,,,,,
28/12/2019,Norwich City vs Tottenham Hotspur,Over 1.0 FH Goal Line,Premier League,1.600,£3.08,p,£3.08,£0.00,,,,,,,,,,,,,,
28/12/2019,Aldershot Town vs Barnet,Over 0.5/1.0 FH Goal Line,National League,1.500,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Halifax Town vs Chesterfield,Over 0.5/1.0 FH Goal Line,National League,1.525,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Halifax Town vs Chesterfield,Goal In Each Half,National League,1.660,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Solihull Moors vs Notts County,Over 1.0 FH Goal Line,National League,1.725,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Sutton United vs Yeovil Town,Over 1.0 FH Goal Line,National League,1.975,£3.08,y,£6.08,£3.00,,,,,,,,,,,,,,
28/12/2019,Billericay Town vs Chelmsford City,BTTS Yes,National League South,1.500,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Inverness CT vs Arbroath,Over 0.5/1.0 FH Goal Line,Scotland Championship,1.550,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Airdrieonians vs Falkirk,Over 0.5/1.0 FH Goal Line,Scotland League One,1.500,£3.08,y,£4.62,£1.54,,,,,,,,,,,,,,
28/12/2019,Brechin City vs Albion Rovers,Over 2.5 Goals,Scotland League Two,1.525,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Maccabi Tel Aviv vs Hapoel Kfar Saba,Under 1.5 SH Goals,Isreal,1.660,£3.08,n,£0.00,-£3.08,,,,,,,,,,,,,,
28/12/2019,Hapoel Ra'anana vs Hapoel Hadera,Under 2.5 Goals,Isreal,1.670,£3.08,y,£5.14,£2.06,,,,,,,,,,,,,,
28/12/2019,Hapoel Ra'anana vs Hapoel Hadera,Under 1.5 SH Goals,Isreal,1.570,£3.08,y,£4.84,£1.76,£107.76,,,,,,,,,,,,,
29/12/2019,Arsenal - Premier League - England vs Chelsea,Over 0.5/1.0 FH Goal Line,Premier League,1.375,£2.69,hw,£3.19,£0.50,,,,,,,,,,,,,,
29/12/2019,Liverpool vs Wolverhampton Wanderers,Over 0.5/1.0 FH Goal Line,Premier League,1.350,£2.69,hw,£3.16,£0.47,,,,,,,,,,,,,,
29/12/2019,Liverpool vs Wolverhampton Wanderers,Goal In Each Half,Premier League,1.440,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Manchester City vs Sheffield United,Over 0.5/1.0 FH Goal Line,Premier League,1.260,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Lincoln City vs Ipswich Town,Under 2.5 Goals,League One,1.570,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Lincoln City vs Ipswich Town,Under 1.5 SH Goals,League One,1.500,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Bristol City vs Luton Town,Over 0.5/1.0 FH Goal Line,Championship,1.400,£2.69,y,£3.77,£1.08,,,,,,,,,,,,,,
29/12/2019,Bristol City vs Luton Town,Goal In Each Half,Championship,1.500,£2.69,y,£4.04,£1.35,,,,,,,,,,,,,,
29/12/2019,Millwall vs Brentford,Over 0.5/1.0 FH Goal Line,Championship,1.675,£2.69,hw,£3.60,£0.91,,,,,,,,,,,,,,
29/12/2019,Queens Park Rangers vs Hull City,Over 0.5/1.0 FH Goal Line,Championship,1.400,£2.69,y,£3.77,£1.08,,,,,,,,,,,,,,
29/12/2019,Queens Park Rangers vs Hull City,Goal In Each Half,Championship,1.500,£2.69,y,£4.04,£1.35,,,,,,,,,,,,,,
29/12/2019,Swansea City vs Barnsley,Over 0.5/1.0 FH Goal Line,Championship,1.400,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Newport County vs Leyton Orient,Over 0.5/1.0 FH Goal Line,League Two,1.650,£2.69,hw,£3.56,£0.87,,,,,,,,,,,,,,
29/12/2019,Plymouth Argyle vs Stevenage,Under 1.5 SH Goals,League Two,1.720,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Celtic vs Rangers,Over 0.5/1.0 FH Goal Line,Scotland Premier,1.550,£2.69,y,£4.17,£1.48,,,,,,,,,,,,,,
29/12/2019,Celtic vs Rangers,Goal In Each Half,Scotland Premier,1.720,£2.69,y,£4.63,£1.94,,,,,,,,,,,,,,
29/12/2019,Crotone vs Trapani,Over 1.0 FH Goal Line,Serie B,1.650,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Juve Stabia vs Cosenza,Over 0.5/1.0 FH Goal Line,Serie B,1.700,£2.69,n,£0.00,-£2.69,,,,,,,,,,,,,,
29/12/2019,Perugia vs Venezia,Over 0.5/1.0 FH Goal Line,Serie B,1.675,£2.69,hw,£3.60,£0.91,,,,,,,,,,,,,,
29/12/2019,Sydney vs Melbourne City,Over 1.0 FH Goal Line,A-League,1.750,£2.69,y,£4.71,£2.02,£100.18,,,,,,,,,,,,,
30/12/2019,Masr vs Tanta,Under 1.0 FH Goal Line,Egypt,1.480,£2.50,n,£0.00,-£2.50,£97.68,,,,,,,,,,,,,
01/01/2020,Arsenal - Premier League - England vs Manchester United,Over 0.5/1.0 FH Goal Line,Premier League,1.400,£2.44,y,£3.42,£0.98,,,,,,,,,,,,,,
01/01/2020,Arsenal - Premier League - England vs Manchester United,Over 3 Match Cards,Premier League,1.360,£2.44,n,£0.00,-£2.44,,,,,,,,,,,,,,
01/01/2020,AFC Wimbledon vs Southend United,Over 0.5/1.0 FH Goal Line,League One,1.450,£2.44,hw,£2.99,£0.55,,,,,,,,,,,,,,
01/01/2020,Bolton Wanderers vs Burton Albion,Over 0.5/1.0 FH Goal Line,League One,1.550,£2.44,y,£3.78,£1.34,,,,,,,,,,,,,,
01/01/2020,Tranmere Rovers vs Coventry City,Over 0.5/1.0 FH Goal Line,League One,1.525,£2.44,y,£3.72,£1.28,,,,,,,,,,,,,,
01/01/2020,Bristol City vs Brentford,Over 0.5/1.0 FH Goal Line,Championship,1.550,£2.44,y,£3.78,£1.34,,,,,,,,,,,,,,
01/01/2020,Millwall vs Luton Town,Over 0.5/1.0 FH Goal Line,Championship,1.475,£2.44,hw,£3.02,£0.58,,,,,,,,,,,,,,
01/01/2020,Newport County vs Cheltenham Town,Under 2.5 Goals,League Two,1.610,£2.44,y,£3.93,£1.49,,,,,,,,,,,,,,
01/01/2020,Newport County vs Cheltenham Town,Under 1.5 SH Goals,League Two,1.570,£2.44,n,£0.00,-£2.44,,,,,,,,,,,,,,
01/01/2020,Plymouth Argyle vs Swindon Town,Over 1.0 FH Goal Line,League Two,1.850,£2.44,y,£4.51,£2.07,,,,,,,,,,,,,,
01/01/2020,Port Vale vs Macclesfield Town,Under 1.0 FH Goal Line,League Two,1.730,£2.44,p,£2.44,£0.00,,,,,,,,,,,,,,
01/01/2020,Port Vale vs Macclesfield Town,Under 1.5 SH Goals,League Two,1.570,£2.44,n,£0.00,-£2.44,,,,,,,,,,,,,,
01/01/2020,Maidenhead United vs Notts County,Over 1.0 FH Goal Line,National League,1.700,£2.44,n,£0.00,-£2.44,,,,,,,,,,,,,,
01/01/2020,Solihull Moors vs Chesterfield,Over 1.0 FH Goal Line,National League,1.700,£2.44,p,£2.44,£0.00,,,,,,,,,,,,,,
01/01/2020,Sutton United vs Woking,Over 1.0 FH Goal Line,National League,1.975,£2.44,y,£4.82,£2.38,,,,,,,,,,,,,,
01/01/2020,Torquay United vs Yeovil Town,Over 2.5 Goals,National League,1.570,£2.44,n,£0.00,-£2.44,£97.49,,,,,,,,,,,,,
02/01/2020,Liverpool vs Sheffield United,Under 5 Match Cards,Premier League,1.180,£2.44,y,£2.88,£0.44,£97.93,,,,,,,,,,,,,
04/01/2020,Cheltenham Town vs Oldham Athletic,Over 0.5/1.0 FH Goal Line,League Two,1.650,£2.45,hw,£3.25,£0.80,,,,,,,,,,,,,,
04/01/2020,Scunthorpe United vs Plymouth Argyle,Over 0.5/1.0 FH Goal Line,League Two,1.525,£2.45,hw,£3.09,£0.64,,,,,,,,,,,,,,
04/01/2020,Stockport County vs Boreham Wood,Over 0.5/1.0 FH Goal Line,National League,1.550,£2.45,y,£3.80,£1.35,,,,,,,,,,,,,,
04/01/2020,Yeovil Town vs Solihull Moors,Over 1.0 FH Goal Line,National League,1.775,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Havant & Waterlooville vs Maidstone United,BTTS Yes,National League South,1.660,£2.45,y,£4.07,£1.62,,,,,,,,,,,,,,
04/01/2020,Alloa Athletic vs Partick Thistle,Over 1.0 FH Goal Line,Scotland Championship,1.700,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Queen of the South vs Dundee United,Over 0.5/1.0 FH Goal Line,Scotland Championship,1.550,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Falkirk vs Dumbarton,Over 1.0 FH Goal Line,Scotland League One,1.625,£2.45,p,£2.45,£0.00,,,,,,,,,,,,,,
04/01/2020,Raith Rovers vs Peterhead,Over 0.5/1.0 FH Goal Line,Scotland League One,1.475,£2.45,y,£3.61,£1.16,,,,,,,,,,,,,,
04/01/2020,Brechin City vs Cove Rangers,BTTS Yes,Scotland League Two,1.830,£2.45,y,£4.48,£2.03,,,,,,,,,,,,,,
04/01/2020,Queen's Park vs Stenhousemuir,BTTS Yes,Scotland League Two,1.610,£2.45,y,£3.94,£1.49,,,,,,,,,,,,,,
04/01/2020,Queen's Park vs Stenhousemuir,Over 1.0 FH Goal Line,Scotland League Two,1.700,£2.45,y,£4.17,£1.72,,,,,,,,,,,,,,
04/01/2020,Atletico Madrid vs Levante,Under 1.0 FH Goal Line,La Liga,2.200,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Getafe vs Real Madrid,Under 1.0 FH Goal Line,La Liga,1.925,£2.45,p,£2.45,£0.00,,,,,,,,,,,,,,
04/01/2020,Desportivo Aves vs Santa Clara,Over 9 Match Corners,Primeira Liga,1.400,£2.45,y,£3.43,£0.98,,,,,,,,,,,,,,
04/01/2020,Belenenses vs Sporting Braga,Under 2.5 Goals,Primeira Liga,1.900,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Boavista vs Portimonense,Over 0.5/1.0 FH Goal Line,Primeira Liga,1.750,£2.45,n,£0.00,-£2.45,,,,,,,,,,,,,,
04/01/2020,Hapoel Kfar Saba vs Maccabi Netanya,BTTS No,Isreal,1.830,£2.45,n,£0.00,-£2.45,£92.57,,,,,,,,,,,,,
05/01/2020,Brescia vs Lazio,Over 3 Match Cards,Serie A,1.200,£2.31,y,£2.77,£0.46,,,,,,,,,,,,,,
05/01/2020,Genoa vs Sassuolo,Over 3 Match Cards,Serie A,1.180,£2.31,y,£2.73,£0.42,,,,,,,,,,,,,,
05/01/2020,Genoa vs Sassuolo,Over 4 Match Cards,Serie A,1.400,£2.31,y,£3.23,£0.92,,,,,,,,,,,,,,
05/01/2020,Roma vs Torino,Over 3 Match Cards,Serie A,1.400,£2.31,y,£3.23,£0.92,,,,,,,,,,,,,,
05/01/2020,SPAL vs Hellas Verona,Over 3 Match Cards,Serie A,1.090,£2.31,n,£0.00,-£2.31,,,,,,,,,,,,,,
05/01/2020,Deportivo Alavés vs Real Betis,Over 3 Match Cards,La Liga,1.140,£2.31,y,£2.63,£0.32,,,,,,,,,,,,,,
05/01/2020,Deportivo Alavés vs Real Betis,Over 4 Match Cards,La Liga,1.330,£2.31,y,£3.07,£0.76,,,,,,,,,,,,,,
05/01/2020,Celta Vigo vs Osasuna,Over 3 Match Cards,La Liga,1.200,£2.31,y,£2.77,£0.46,,,,,,,,,,,,,,
05/01/2020,Celta Vigo vs Osasuna,Over 4 Match Cards,La Liga,1.440,£2.31,y,£3.33,£1.02,,,,,,,,,,,,,,
05/01/2020,Rayo Vallecano vs Girona,Over 0.5/1.0 FH Goal Line,Spain Segunda,1.600,£2.31,hw,£3.00,£0.69,,,,,,,,,,,,,,
05/01/2020,Vilafranquense vs Varzim,Over 0.5/1.0 FH Goal Line,Segunda Liga,1.650,£2.31,y,£3.81,£1.50,,,,,,,,,,,,,,
05/01/2020,Xanthi vs Larissa,Under 11 Match Corners,Hellas Liga,1.220,£2.31,n,£0.00,-£2.31,£95.43,,,,,,,,,,,,,
06/01/2020,Atalanta vs Parma,Over 3 Match Cards,Serie A,1.500,£2.39,y,£3.59,£1.20,,,,,,,,,,,,,,
06/01/2020,Bologna vs Fiorentina,Over 3 Match Cards,Serie A,1.180,£2.39,y,£2.82,£0.43,,,,,,,,,,,,,,
06/01/2020,Juventus vs Cagliari,BTTS Yes,Serie A,1.950,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Juventus vs Cagliari,Over 0.5/1.0 FH Goal Line,Serie A,1.325,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Juventus vs Cagliari,Over 3 Match Cards,Serie A,1.440,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Juventus vs Cagliari,Over 4 Match Cards,Serie A,1.830,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Juventus vs Cagliari,Over 9 Match Corners,Serie A,1.360,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Lecce vs Udinese,Over 2.5 Goals,Serie A,1.700,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Lecce vs Udinese,Over 1.0 FH Goal Line,Serie A,1.675,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Lecce vs Udinese,Goal In Each Half,Serie A,1.570,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
06/01/2020,Milan vs Sampdoria,Over 3 Match Cards,Serie A,1.160,£2.39,y,£2.77,£0.38,,,,,,,,,,,,,,
06/01/2020,Napoli vs Internazionale,Over 0.5/1.0 FH Goal Line,Serie A,1.475,£2.39,y,£3.53,£1.14,,,,,,,,,,,,,,
06/01/2020,Napoli vs Internazionale,Goal In Each Half,Serie A,1.570,£2.39,y,£3.75,£1.36,,,,,,,,,,,,,,
06/01/2020,Napoli vs Internazionale,Over 3 Match Cards,Serie A,1.710,£2.39,y,£4.09,£1.70,£82.52,,,,,,,,,,,,,
10/01/2020,Sheffield United vs West Ham United,Under 5 Match Cards,Premier League,1.400,£2.06,y,£2.88,£0.82,,,,,,,,,,,,,,
10/01/2020,Sochaux vs Paris FC,Under 1.0/1.5 FH Goal Line,Ligue 2,1.300,£2.06,hw,£2.37,£0.31,,,,,,,,,,,,,,
10/01/2020,Pau vs Lyon Duchère,Over 1.0 FH Goal Line,National 1,2.375,£2.06,p,£2.06,£0.00,,,,,,,,,,,,,,
10/01/2020,Toulon vs Red Star,Over 0.5/1.0 FH Goal Line,National 1,1.975,£2.06,n,£0.00,-£2.06,,,,,,,,,,,,,,
10/01/2020,Laval vs Boulogne,Under 2.5 Goals,National 1,1.440,£2.06,n,£0.00,-£2.06,,,,,,,,,,,,,,
10/01/2020,Avranches vs Gazélec Ajaccio,Over 0.5/1.0 FH Goal Line,National 1,1.850,£2.06,hw,£2.94,£0.88,,,,,,,,,,,,,,
10/01/2020,Créteil vs Le Puy Foot,Over 1.0 FH Goal Line,National 1,2.100,£2.06,y,£4.33,£2.27,,,,,,,,,,,,,,
10/01/2020,Dunkerque vs Quevilly Rouen,Over 0.5/1.0 FH Goal Line,National 1,1.575,£2.06,y,£3.24,£1.18,,,,,,,,,,,,,,
10/01/2020,Cambuur vs Volendam,Over 1.0 FH Goal Line,Eerste Divisie,1.450,£2.06,p,£2.06,£0.00,,,,,,,,,,,,,,
10/01/2020,Telstar vs Eindhoven,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.400,£2.06,hw,£2.47,£0.41,,,,,,,,,,,,,,
10/01/2020,Telstar vs Eindhoven,Goal In Each Half,Eerste Divisie,1.500,£2.06,y,£3.09,£1.03,,,,,,,,,,,,,,
10/01/2020,Newcastle Jets vs Sydney,Over 0.5/1.0 FH Goal Line,A-League,1.400,£2.06,y,£2.88,£0.82,£86.12,,,,,,,,,,,,,
11/01/2020,Tottenham Hotspur vs Liverpool,Over 0.5/1.0 FH Goal Line,Premier League,1.425,£2.15,hw,£2.61,£0.46,,,,,,,,,,,,,,
11/01/2020,Peterborough United vs Gillingham,Under 1.0/1.5 FH Goal Line,League One,1.475,£2.15,y,£3.17,£1.02,,,,,,,,,,,,,,
11/01/2020,Southend United vs Tranmere Rovers,Over 1.0 FH Goal Line,League One,1.700,£2.15,n,£0.00,-£2.15,,,,,,,,,,,,,,
11/01/2020,Barnsley vs Huddersfield Town,Over 0.5/1.0 FH Goal Line,Championship,1.550,£2.15,hw,£2.74,£0.59,,,,,,,,,,,,,,
11/01/2020,Brentford vs Queens Park Rangers,Over 1.0 FH Goal Line,Championship,1.650,£2.15,y,£3.55,£1.40,,,,,,,,,,,,,,
11/01/2020,Hull City vs Fulham,Over 0.5/1.0 FH Goal Line,Championship,1.425,£2.15,hw,£2.61,£0.46,,,,,,,,,,,,,,
11/01/2020,Cheltenham Town vs Walsall,Over 0.5/1.0 FH Goal Line,League Two,1.625,£2.15,hw,£2.82,£0.67,,,,,,,,,,,,,,
11/01/2020,Exeter City vs Cambridge United,Over 1.0 FH Goal Line,League Two,2.000,£2.15,n,£0.00,-£2.15,,,,,,,,,,,,,,
11/01/2020,Scunthorpe United vs Newport County,Over 0.5/1.0 FH Goal Line,League Two,1.650,£2.15,hw,£2.85,£0.70,,,,,,,,,,,,,,
11/01/2020,Swindon Town vs Crewe Alexandra,Over 0.5/1.0 FH Goal Line,League Two,1.475,£2.15,hw,£2.66,£0.51,,,,,,,,,,,,,,
11/01/2020,Swindon Town vs Crewe Alexandra,Goal In Each Half,League Two,1.570,£2.15,y,£3.38,£1.23,,,,,,,,,,,,,,
11/01/2020,Billericay Town vs Slough Town,BTTS Yes,National League South,1.610,£2.15,y,£3.46,£1.31,,,,,,,,,,,,,,
11/01/2020,Dartford vs Oxford City,Over 2.5 Goals,National League South,1.570,£2.15,y,£3.38,£1.23,,,,,,,,,,,,,,
11/01/2020,Greenock Morton vs Dunfermline Athletic,Over 1.0 FH Goal Line,Scotland Championship,1.950,£2.15,y,£4.19,£2.04,,,,,,,,,,,,,,
11/01/2020,Peterhead vs Falkirk,Over 0.5/1.0 FH Goal Line,Scotland League One,1.575,£2.15,y,£3.39,£1.24,,,,,,,,,,,,,,
11/01/2020,Stenhousemuir vs Brechin City,Over 2.5 Goals,Scotland League Two,1.650,£2.15,y,£3.55,£1.40,,,,,,,,,,,,,,
11/01/2020,Stenhousemuir vs Brechin City,Over 1.0 FH Goal Line,Scotland League Two,1.625,£2.15,p,£2.15,£0.00,,,,,,,,,,,,,,
11/01/2020,Stenhousemuir vs Brechin City,Goal In Each Half,Scotland League Two,1.530,£2.15,y,£3.29,£1.14,,,,,,,,,,,,,,
11/01/2020,Cagliari vs Milan,Over 3 Match Cards,Serie A,1.140,£2.15,y,£2.45,£0.30,,,,,,,,,,,,,,
11/01/2020,Internazionale vs Atalanta,Over 1.0 FH Goal Line,Serie A,1.625,£2.15,p,£2.15,£0.00,,,,,,,,,,,,,,
11/01/2020,Internazionale vs Atalanta,Goal In Each Half,Serie A,1.530,£2.15,y,£3.29,£1.14,,,,,,,,,,,,,,
11/01/2020,Internazionale vs Atalanta,Over 3 Match Cards,Serie A,1.140,£2.15,y,£2.45,£0.30,,,,,,,,,,,,,,
11/01/2020,Lazio vs Napoli,Over 0.5/1.0 FH Goal Line,Serie A,1.375,£2.15,n,£0.00,-£2.15,,,,,,,,,,,,,,
11/01/2020,Lazio vs Napoli,Over 3 Match Cards,Serie A,1.110,£2.15,y,£2.39,£0.24,,,,,,,,,,,,,,
11/01/2020,Amiens SC vs Montpellier,Over 0.5/1.0 FH Goal Line,Ligue 1,1.775,£2.15,hw,£2.98,£0.83,,,,,,,,,,,,,,
11/01/2020,Nîmes vs Reims,Over 0.5/1.0 FH Goal Line,Ligue 1,1.825,£2.15,hw,£3.04,£0.89,,,,,,,,,,,,,,
11/01/2020,Metz vs Strasbourg,Over 0.5/1.0 FH Goal Line,Ligue 1,1.850,£2.15,n,£0.00,-£2.15,,,,,,,,,,,,,,
11/01/2020,Feirense vs Porto II,Over 1.0 FH Goal Line,Segunda Liga,1.900,£2.15,p,£2.15,£0.00,,,,,,,,,,,,,,
11/01/2020,Hapoel Ra'anana vs Hapoel Be'er Sheva,Under 2.5 Goals,Isreal,1.750,£2.15,n,£0.00,-£2.15,,,,,,,,,,,,,,
11/01/2020,Tijuana vs Santos Laguna,Over 0.5/1.0 FH Goal Line,Liga MX,1.450,£2.15,hw,£2.63,£0.48,,,,,,,,,,,,,,
11/01/2020,Perth Glory vs Adelaide United,Over 0.5/1.0 FH Goal Line,A-League,1.375,£2.15,y,£2.96,£0.81,£95.74,,,,,,,,,,,,,
12/01/2020,Fiorentina vs SPAL,Over 3 Match Cards,Serie A,1.220,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
12/01/2020,Hellas Verona vs Genoa,Over 3 Match Cards,Serie A,1.071,£2.39,y,£2.56,£0.17,,,,,,,,,,,,,,
12/01/2020,Sampdoria vs Brescia,Over 3 Match Cards,Serie A,1.100,£2.39,y,£2.63,£0.24,,,,,,,,,,,,,,
12/01/2020,Sampdoria vs Brescia,Over 4 Match Cards,Serie A,1.250,£2.39,y,£2.99,£0.60,,,,,,,,,,,,,,
12/01/2020,Torino vs Bologna,Over 0.5/1.0 FH Goal Line,Serie A,1.525,£2.39,hw,£3.02,£0.63,,,,,,,,,,,,,,
12/01/2020,Torino vs Bologna,Goal In Each Half,Serie A,1.660,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
12/01/2020,Torino vs Bologna,Over 3 Match Cards,Serie A,1.120,£2.39,y,£2.68,£0.29,,,,,,,,,,,,,,
12/01/2020,Torino vs Bologna,Over 4 Match Cards,Serie A,1.300,£2.39,y,£3.11,£0.72,,,,,,,,,,,,,,
12/01/2020,Udinese vs Sassuolo,Over 0.5/1.0 FH Goal Line,Serie A,1.550,£2.39,hw,£3.05,£0.66,,,,,,,,,,,,,,
12/01/2020,Nacional vs UD Oliveirense,Over 0.5/1.0 FH Goal Line,Segunda Liga,1.500,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
12/01/2020,Asteras Tripolis vs OFI,Under 11 Match Corners,Hellas Liga,1.280,£2.39,n,£0.00,-£2.39,,,,,,,,,,,,,,
12/01/2020,Bnei Yehuda vs Hapoel Tel Aviv,Over 0.5/1.0 FH Goal Line,Isreal,1.560,£2.39,y,£3.73,£1.34,,,,,,,,,,,,,,
12/01/2020,Haras El Hodood vs Smouha,Under 1.0/1.5 FH Goal Line,Egypt,1.530,£2.39,y,£3.66,£1.27,,,,,,,,,,,,,,
12/01/2020,Central Coast Mariners vs Melbourne Victory,Over 1.0 FH Goal Line,A-League,1.575,£2.39,y,£3.76,£1.37,£93.46,,,,,,,,,,,,,
13/01/2020,Parma vs Lecce,Over 3 Match Cards,Serie A,1.140,£2.34,y,£2.67,£0.33,,,,,,,,,,,,,,
13/01/2020,PSV II vs Ajax II,Over 0.5/1.0 FH Goal Line,Eerste Divisie,1.230,£2.34,n,£0.00,-£2.34,,,,,,,,,,,,,,
13/01/2020,Maccabi Tel Aviv vs Beitar Jerusalem,Over 0.5/1.0 FH Goal Line,Isreal,1.570,£2.34,n,£0.00,-£2.34,£89.10,,,,,,,,,,,,,
14/01/2020,Morecambe vs Port Vale,Under 1.0/1.5 FH Goal Line,League Two,1.500,£2.23,n,£0.00,-£2.23,,,,,,,,,,,,,,
14/01/2020,Las Palmas vs Real Zaragoza,Over 1.0 FH Goal Line,Spain Segunda,1.875,£2.23,n,£0.00,-£2.23,,,,,,,,,,,,,,
14/01/2020,Málaga vs Ponferradina,Under 1.0/1.5 FH Goal Line,Spain Segunda,1.400,£2.23,hw,£2.68,£0.45,£85.09,,,,,,,,,,,,,
15/01/2020,Rayo Vallecano vs Lugo,Over 0.5/1.0 FH Goal Line,Spain Segunda,1.525,£2.13,hw,£2.69,£0.56,,,,,,,,,,,,,,
15/01/2020,Monaco vs PSG,Over 2.5 Goals,Ligue 1,1.280,£2.13,y,£2.73,£0.60,,,,,,,,,,,,,,
15/01/2020,Amiens SC vs Reims,Over 0.5/1.0 FH Goal Line,Ligue 1,1.900,£2.13,hw,£3.09,£0.96,£87.20,,,,,,,,,,,,,
16/01/2020,Almería vs Real Oviedo,BTTS Yes,Spain Segunda,2.000,£2.18,n,£0.00,-£2.18,,,,,,,,,,,,,,
